left,right,expect_time
1,635,7.8805
1,636,8.636
1,637,8.373
1,640,9.9267
1,641,5.51
1,642,11.1768
1,643,8.5692
1,644,12.723
1,647,8.1684
1,648,7.0825
1,649,8.9097
1,650,14.3251
1,651,11.2453
1,652,8.6496
1,653,10.0791
1,654,11.0271
1,655,7.012
1,4003,0.5188
1,4004,7.012
1,4005,6.5806
1,4006,5.9607
1,4007,6.4023
1,4008,11.676
1,4010,8.9097
1,4011,4.7946
1,4012,8.9097
1,4013,5.1657
1,4014,0.5188
1,4015,7.1242
1,4016,7.012
1,4017,9.5037
1,4018,9.7449
1,4019,14.4438
1,4020,6.4023
1,4021,13.9234
1,4022,7.0825
2,1,0.5146
2,2,0.05
2,3,6.2435
2,4,5.9026
2,5,7.166
2,6,6.784
2,8,6.8697
2,9,6.8697
2,10,6.8729
2,11,8.169
2,12,5.8958
2,13,8.5806
2,14,8.7406
2,15,8.2759
2,16,1.326
2,17,0.5211
2,18,4.7793
2,19,0.5244
2,20,6.2131
2,21,4.7793
2,22,5.9256
2,23,6.5434
2,24,7.4676
2,25,7.2898
2,26,6.5434
2,27,5.9612
2,28,7.2043
2,29,7.2621
2,30,8.2007
2,34,12.6041
2,35,6.439
2,37,7.2874
2,38,8.2007
2,39,5.8958
2,40,7.6707
2,41,7.6804
2,45,6.8721
2,48,6.2131
2,49,5.9256
2,50,8.8428
2,51,7.2898
2,52,6.3858
2,56,7.3545
2,57,7.4659
2,58,10.1777
2,59,8.5437
2,62,13.8834
2,66,10.4463
2,67,8.7406
2,69,8.5707
2,70,12.7557
2,73,12.7252
2,74,10.0169
2,75,7.6707
2,77,7.7051
2,80,4.7949
2,81,8.7197
2,87,6.3858
2,92,8.169
2,93,6.439
2,95,8.1748
2,98,6.4025
2,102,8.3524
2,108,6.6462
2,112,6.8873
2,116,6.9001
2,118,6.4025
2,119,12.8225
2,120,8.2509
2,121,14.0203
2,122,7.4676
2,123,8.1877
2,125,10.1777
2,126,7.4659
2,128,6.3427
2,129,1.326
2,130,8.2007
2,131,13.6199
2,132,9.6134
2,133,6.6568
2,135,8.5043
2,136,9.7915
2,137,7.1996
2,138,5.8985
2,139,8.9451
2,140,8.8476
2,141,8.3208
2,142,8.7298
2,144,7.685
2,146,8.8053
2,148,8.2794
2,149,5.9612
2,152,6.5434
2,153,7.685
2,158,10.0169
2,159,6.9107
2,162,9.2807
2,166,7.3115
2,167,8.7262
2,169,8.9803
2,171,6.4025
2,172,8.4466
2,175,0.5211
2,179,8.8428
2,180,9.7915
2,181,6.3858
2,183,6.8851
2,186,8.6361
2,187,8.5806
2,189,8.1877
2,190,8.1748
2,191,5.8958
2,192,6.9107
2,194,6.3858
2,195,9.293
2,196,12.046
2,198,4.7793
2,199,8.7262
2,200,6.4025
2,202,9.8949
2,203,7.2043
2,204,7.2765
2,206,8.5437
2,209,7.7051
2,210,6.2131
2,213,8.5832
2,216,7.4659
2,217,10.1777
2,218,8.5437
2,221,8.7406
2,222,8.2007
2,223,8.5832
2,225,8.2007
2,227,7.1996
2,229,8.161
2,240,7.685
2,241,5.8958
2,248,6.5434
2,261,4.7793
2,263,8.7197
2,271,4.7949
2,272,6.0239
2,276,8.1877
2,278,8.5303
2,280,6.6673
2,286,10.0632
2,293,8.2007
2,296,6.3427
2,297,9.8949
2,298,10.0169
2,299,7.6804
2,300,7.4676
2,308,6.3427
2,309,9.8949
2,310,10.0169
2,311,7.7051
2,317,8.1748
2,320,8.7262
2,328,10.001
2,331,8.6976
2,333,6.3877
2,336,5.9099
2,337,10.4463
2,338,6.3915
2,341,7.2785
2,342,7.4676
2,343,8.6361
2,346,13.8834
2,347,8.7316
2,348,0.526
2,351,6.5637
2,354,4.7949
2,355,1.326
2,356,8.1868
2,359,10.0451
2,360,8.1748
2,366,6.3427
2,367,7.3182
2,373,8.6361
2,374,10.1698
2,375,7.6804
2,378,10.041
2,379,6.8873
2,380,13.626
2,384,7.4676
2,385,14.0203
2,386,7.2874
2,390,10.8782
2,397,10.0188
2,398,0.526
2,402,8.8428
2,406,14.0203
2,431,8.1843
2,444,6.6111
2,445,5.9213
2,456,6.565
2,466,8.34
2,471,13.6199
2,480,8.5707
2,491,6.8914
2,493,9.034
2,509,7.7638
2,516,12.6041
2,517,6.4048
2,518,8.6449
2,523,8.7802
2,528,8.5707
2,529,6.9107
2,530,7.9286
2,533,9.1366
2,534,13.8675
2,535,8.7197
2,539,10.4463
2,540,8.9803
2,548,8.5823
2,552,12.7557
2,560,12.6248
2,561,10.001
2,567,8.2443
2,601,8.8428
2,603,8.3524
2,615,10.1306
2,622,13.2124
2,623,13.1627
2,624,9.4927
2,625,9.2749
2,628,9.1366
2,630,8.8428
2,632,7.2076
2,633,8.6498
2,634,5.8366
2,635,6.6111
2,636,6.565
2,637,10.2857
2,640,9.6647
2,641,6.9281
2,642,9.8287
2,643,9.2762
2,644,12.6248
2,647,8.5303
2,648,7.0833
2,649,9.6134
2,650,13.1252
2,651,8.6089
2,652,8.5106
2,653,12.046
2,654,10.1935
2,655,7.9982
2,4003,0.5208
2,4004,8.5707
2,4005,8.1868
2,4006,5.9222
2,4007,7.2343
2,4008,13.2124
2,4010,8.161
2,4011,6.2805
2,4012,8.161
2,4013,8.2797
2,4014,0.5208
2,4015,5.8366
2,4016,8.5707
2,4017,9.034
2,4018,8.7197
2,4019,13.8834
2,4020,7.2343
2,4021,13.6199
2,4022,8.6038
3,1,2.5522
3,2,6.2446
3,3,0.25
3,5,3.9912
3,6,5.4556
3,7,8.8056
3,8,5.1666
3,9,5.1666
3,10,7.6848
3,11,8.578
3,12,6.5979
3,13,9.2477
3,14,9.0558
3,15,7.6375
3,16,8.1881
3,17,4.7853
3,18,2.5811
3,19,4.7858
3,20,6.2153
3,21,2.5811
3,22,7.4644
3,23,4.0165
3,24,4.1471
3,25,6.826
3,26,4.0165
3,27,6.9454
3,28,6.5605
3,29,6.5742
3,30,8.8195
3,34,6.9454
3,35,7.4634
3,37,6.8037
3,38,8.8195
3,39,6.5979
3,40,5.3355
3,41,5.3415
3,45,7.683
3,48,6.2153
3,49,7.4644
3,50,6.2762
3,51,6.826
3,52,7.4235
3,57,7.7232
3,58,10.2892
3,59,8.3505
3,62,12.9778
3,66,9.2342
3,67,9.0558
3,69,9.2342
3,70,13.8826
3,73,12.7234
3,74,8.6468
3,75,5.3355
3,77,5.5187
3,80,4.7961
3,81,13.163
3,87,7.4235
3,92,8.578
3,93,7.4634
3,95,10.8537
3,98,7.4284
3,102,6.8037
3,108,7.187
3,112,8.2802
3,116,5.1881
3,118,8.6364
3,119,10.8015
3,120,7.6241
3,121,14.5399
3,122,4.1471
3,123,8.5959
3,125,10.2892
3,126,7.7232
3,128,6.3449
3,129,8.1881
3,130,8.8195
3,131,13.1236
3,132,9.9274
3,133,7.1948
3,135,8.9627
3,136,10.6405
3,137,7.4496
3,138,7.4592
3,139,8.8491
3,140,9.2891
3,141,11.1148
3,142,9.0443
3,144,5.3847
3,146,9.1055
3,148,7.6398
3,149,6.9454
3,152,4.0165
3,153,5.3847
3,158,8.6468
3,159,7.6944
3,162,7.2112
3,166,6.5929
3,167,9.0404
3,169,7.2368
3,171,7.4284
3,172,6.8468
3,175,4.7853
3,179,6.2762
3,180,10.6405
3,181,7.4235
3,183,5.1755
3,186,7.4284
3,187,9.2477
3,189,8.5959
3,190,10.8537
3,191,6.5979
3,192,7.6944
3,194,7.4235
3,195,7.2224
3,196,10.4589
3,198,2.5811
3,199,9.0404
3,200,7.4284
3,202,11.9897
3,203,6.5605
3,204,6.8074
3,206,8.3505
3,209,5.5187
3,210,6.2153
3,213,9.2493
3,216,7.7232
3,217,10.2892
3,218,8.3505
3,221,9.0558
3,222,8.8195
3,223,9.2493
3,225,8.8195
3,227,7.4496
3,229,9.6652
3,240,5.3847
3,241,6.5979
3,248,4.0165
3,261,2.5811
3,263,13.163
3,271,2.5704
3,272,7.5081
3,276,8.5959
3,278,8.3361
3,280,7.2027
3,286,8.6974
3,293,8.8195
3,296,6.3449
3,297,11.9897
3,298,8.6468
3,299,7.6813
3,300,4.1471
3,308,6.3449
3,309,11.9897
3,310,8.6468
3,311,5.5187
3,317,10.8537
3,320,9.0404
3,328,9.2931
3,331,8.8538
3,333,7.4249
3,336,7.4636
3,337,9.2342
3,338,7.4278
3,341,6.8101
3,342,4.1471
3,343,7.4284
3,346,12.9778
3,347,9.0462
3,348,4.786
3,351,4.079
3,354,2.5704
3,355,8.1881
3,356,8.1881
3,359,8.5447
3,360,10.8537
3,366,6.3449
3,367,6.595
3,373,7.4284
3,374,10.2836
3,375,7.6813
3,378,8.6731
3,379,8.2802
3,380,13.5684
3,384,4.1471
3,385,14.5399
3,386,8.3528
3,390,10.264
3,397,8.6488
3,398,4.786
3,402,12.6252
3,406,14.5399
3,431,8.5914
3,444,7.9293
3,445,7.4681
3,456,6.5659
3,466,11.1491
3,471,13.1236
3,480,10.4468
3,491,7.6887
3,493,10.8686
3,509,9.6301
3,516,6.9454
3,517,7.4377
3,518,7.3744
3,523,8.7817
3,528,10.4468
3,529,7.6944
3,530,7.1442
3,533,7.6172
3,534,12.6981
3,535,13.163
3,539,9.2342
3,540,10.6719
3,548,9.2487
3,552,13.8826
3,560,6.2762
3,561,9.2931
3,567,9.1372
3,601,12.6252
3,603,6.8037
3,615,10.8789
3,622,13.6101
3,623,9.048
3,624,9.9837
3,625,10.3887
3,628,7.6172
3,630,6.2762
3,632,6.5823
3,633,8.5699
3,634,7.2082
3,635,7.1442
3,636,6.5659
3,637,10.6322
3,640,8.5573
3,641,5.2115
3,642,11.0303
3,643,8.3181
3,644,6.2762
3,647,8.3361
3,648,8.6457
3,649,9.9274
3,650,14.7028
3,651,11.1781
3,652,9.2768
3,653,10.4589
3,654,9.9599
3,655,11.1332
3,4003,4.7961
3,4004,9.2342
3,4005,8.8056
3,4006,7.4686
3,4007,6.5659
3,4008,13.6101
3,4010,8.5573
3,4011,6.2828
3,4012,8.5573
3,4013,5.1671
3,4014,4.7961
3,4015,6.5823
3,4016,9.2342
3,4017,10.8686
3,4018,9.048
3,4019,12.9778
3,4020,6.5659
3,4021,13.1236
3,4022,8.7817
4,2,5.9195
4,4,4.0
4,5,5.9596
4,6,9.2413
4,7,7.5867
4,8,8.8737
4,9,8.8737
4,10,8.1523
4,11,9.3923
4,12,9.7585
4,13,7.8248
4,14,7.612
4,15,9.6988
4,16,8.7361
4,17,5.9723
4,18,7.0002
4,19,5.9731
4,20,7.4529
4,21,7.0002
4,22,5.9595
4,23,6.8152
4,24,4.5278
4,25,6.0502
4,26,6.8152
4,27,3.996
4,28,7.2892
4,29,7.3071
4,30,9.0644
4,34,6.9989
4,35,7.656
4,37,6.0064
4,38,9.0644
4,39,9.7585
4,40,8.5433
4,41,8.5669
4,45,8.1627
4,48,7.4529
4,49,5.9595
4,50,9.8515
4,51,6.0502
4,52,7.6056
4,56,10.2492
4,57,8.1492
4,58,9.7077
4,59,10.5554
4,62,9.6824
4,66,13.8728
4,67,7.612
4,69,7.805
4,70,7.805
4,73,13.9266
4,74,9.8933
4,75,8.5433
4,77,10.797
4,80,8.8814
4,81,8.7361
4,87,7.6056
4,92,9.3923
4,93,7.656
4,95,10.4036
4,98,7.6181
4,102,6.8237
4,108,10.3468
4,112,9.631
4,116,8.9166
4,118,8.324
4,119,10.797
4,120,9.6852
4,121,9.7564
4,122,4.5278
4,123,9.4263
4,125,9.7077
4,126,8.1492
4,128,7.513
4,129,8.7361
4,130,9.0644
4,131,9.8515
4,132,8.9173
4,133,10.3571
4,135,10.5053
4,136,11.6348
4,137,11.272
4,138,5.9318
4,139,8.3261
4,140,11.092
4,141,10.8005
4,142,7.5875
4,144,8.5658
4,146,11.0047
4,148,9.7008
4,149,3.996
4,152,6.8152
4,153,8.5658
4,158,9.8933
4,159,8.1759
4,162,9.1817
4,166,7.3224
4,167,7.5794
4,169,10.6603
4,171,7.6181
4,172,14.4387
4,175,5.9723
4,179,9.8515
4,180,11.6348
4,181,7.6056
4,183,8.899
4,186,11.7563
4,187,7.8248
4,189,9.4263
4,190,10.4036
4,191,9.7585
4,192,8.1759
4,194,7.6056
4,195,9.1931
4,196,10.2006
4,198,7.0002
4,199,7.5794
4,200,7.6181
4,202,10.6761
4,203,7.2892
4,204,5.9972
4,206,10.5554
4,209,10.797
4,210,7.4529
4,213,7.8264
4,216,8.1492
4,217,9.7077
4,218,10.5554
4,221,7.612
4,222,9.0644
4,223,7.8264
4,225,9.0644
4,227,11.272
4,229,8.1656
4,240,8.5658
4,241,9.7585
4,248,6.8152
4,261,7.0002
4,263,8.7361
4,271,6.9989
4,272,6.0561
4,276,9.4263
4,278,10.5422
4,280,10.3675
4,286,9.9377
4,293,9.0644
4,296,7.513
4,297,10.6761
4,298,9.8933
4,299,9.6664
4,300,4.5278
4,308,7.513
4,309,10.6761
4,310,9.8933
4,311,10.797
4,317,10.4036
4,320,7.5794
4,328,9.5035
4,331,9.1208
4,333,7.6074
4,336,5.9431
4,337,13.8728
4,338,7.611
4,341,6.0042
4,342,4.5278
4,343,11.7563
4,346,9.6824
4,347,7.5916
4,348,5.9735
4,351,6.8422
4,354,6.9989
4,355,8.7361
4,356,13.1687
4,359,11.0323
4,360,10.4036
4,366,7.513
4,367,7.3245
4,373,11.7563
4,374,9.7036
4,375,9.6664
4,378,9.9164
4,379,9.631
4,380,10.1471
4,384,4.5278
4,385,9.7564
4,386,7.2953
4,390,14.6987
4,397,9.8951
4,398,5.9735
4,402,13.6255
4,406,9.7564
4,431,9.4155
4,444,8.5641
4,445,5.9544
4,456,8.3502
4,466,10.8651
4,471,9.8515
4,480,12.7491
4,491,8.1693
4,493,14.3242
4,509,9.0282
4,516,6.9989
4,517,7.6236
4,518,11.1899
4,523,9.8369
4,528,12.7491
4,529,8.1759
4,530,11.6201
4,533,12.9694
4,534,14.3729
4,535,8.7361
4,539,13.8728
4,540,10.2027
4,548,7.8258
4,552,7.805
4,560,13.1334
4,561,9.5035
4,567,13.875
4,601,13.6255
4,603,6.8237
4,615,13.1224
4,622,17.2676
4,623,9.0534
4,624,9.8709
4,625,10.5406
4,628,12.9694
4,630,9.8515
4,632,14.5372
4,633,10.3912
4,634,14.0253
4,635,10.3606
4,636,8.3502
4,637,12.6081
4,640,8.5669
4,641,8.9495
4,642,11.0127
4,643,10.3898
4,644,13.1334
4,647,10.5422
4,648,8.6215
4,649,8.9173
4,650,9.6907
4,651,11.2287
4,652,9.2705
4,653,10.2006
4,654,10.6603
4,655,13.298
4,4003,5.9933
4,4004,7.805
4,4005,9.0534
4,4006,5.956
4,4007,7.2953
4,4008,17.2676
4,4010,9.3745
4,4011,7.4771
4,4012,9.3745
4,4013,9.942
4,4014,5.9933
4,4015,9.7564
4,4016,7.805
4,4017,14.3242
4,4018,7.5867
4,4019,9.6824
4,4020,7.2953
4,4021,9.8515
4,4022,8.2515
5,1,5.7236
5,2,7.1519
5,3,3.993
5,4,5.9314
5,5,2.0
5,7,7.6714
5,8,7.3584
5,9,7.3584
5,10,8.8272
5,11,9.8456
5,12,7.0164
5,13,7.6927
5,14,7.81
5,15,9.0101
5,16,8.5525
5,17,6.3833
5,18,7.4279
5,19,6.3837
5,20,6.5305
5,21,7.4279
5,22,7.2764
5,23,4.0204
5,24,6.8019
5,25,5.9942
5,26,4.0204
5,27,7.6035
5,28,7.1767
5,29,7.233
5,30,9.2439
5,34,15.4828
5,35,5.8148
5,37,5.9494
5,38,9.2439
5,39,7.0164
5,40,6.2748
5,41,6.2713
5,45,8.8302
5,48,6.5305
5,49,7.2764
5,50,3.3319
5,51,5.9942
5,52,5.7238
5,56,10.7879
5,57,9.9701
5,58,10.5309
5,59,11.2798
5,62,17.2614
5,66,9.2241
5,67,7.81
5,69,7.6714
5,70,7.787
5,73,7.3669
5,74,10.8663
5,75,6.2748
5,77,8.6028
5,80,8.6417
5,81,12.7423
5,87,5.7238
5,92,9.8456
5,93,5.8148
5,95,9.8842
5,98,5.7436
5,102,6.8019
5,108,9.3904
5,112,12.7208
5,116,7.3807
5,118,6.4002
5,119,13.4222
5,120,8.9887
5,121,13.2928
5,122,6.8019
5,123,9.8667
5,125,10.5309
5,126,9.9701
5,128,6.5852
5,129,8.5525
5,130,9.2439
5,131,9.8275
5,132,13.9216
5,133,9.3938
5,135,9.6258
5,136,11.5631
5,137,7.4676
5,138,7.2624
5,139,9.2539
5,140,7.1973
5,141,9.1554
5,142,7.8004
5,144,6.2958
5,146,7.1473
5,148,9.0137
5,149,7.6035
5,152,4.0204
5,153,6.2958
5,158,10.8663
5,159,8.847
5,162,9.9026
5,166,7.2827
5,167,7.7972
5,169,9.7623
5,171,5.7436
5,172,11.6786
5,175,6.3833
5,179,3.3319
5,180,11.5631
5,181,5.7238
5,183,7.3711
5,186,7.4307
5,187,7.6927
5,189,9.8667
5,190,9.8842
5,191,7.0164
5,192,8.847
5,194,5.7238
5,195,9.9395
5,196,10.3469
5,198,7.4279
5,199,7.7972
5,200,5.7436
5,202,9.3857
5,203,7.1767
5,204,5.9418
5,206,11.2798
5,209,8.6028
5,210,6.5305
5,213,7.6987
5,216,9.9701
5,217,10.5309
5,218,11.2798
5,221,7.81
5,222,9.2439
5,223,7.6987
5,225,9.2439
5,227,7.4676
5,229,13.6189
5,240,6.2958
5,241,7.0164
5,248,4.0204
5,261,7.4279
5,263,12.7423
5,271,7.4307
5,272,7.3081
5,276,9.8667
5,278,11.2664
5,280,9.3971
5,286,10.9694
5,293,9.2439
5,296,6.5852
5,297,9.3857
5,298,10.8663
5,299,12.6207
5,300,6.8019
5,308,6.5852
5,309,9.3857
5,310,10.8663
5,311,8.6028
5,317,9.8842
5,320,7.7972
5,328,9.9743
5,331,9.0886
5,333,5.727
5,336,7.2666
5,337,9.2241
5,338,5.7335
5,341,5.9488
5,342,6.8019
5,343,7.4307
5,346,17.2614
5,347,7.802
5,348,6.3839
5,351,4.0819
5,354,7.4307
5,355,8.5525
5,356,10.4445
5,359,12.6229
5,360,9.8842
5,366,6.5852
5,367,7.2894
5,373,7.4307
5,374,10.5268
5,375,12.6207
5,378,10.92
5,379,12.7208
5,380,12.5963
5,384,6.8019
5,385,13.2928
5,386,7.2785
5,390,12.6502
5,397,10.8704
5,398,6.3839
5,402,8.8272
5,406,13.2928
5,431,9.8625
5,444,9.8941
5,445,7.2707
5,456,6.5592
5,466,9.1753
5,471,9.8275
5,480,8.5525
5,491,8.8386
5,493,10.0845
5,509,7.4247
5,516,15.4828
5,517,5.7563
5,518,9.6297
5,523,8.8491
5,528,8.5525
5,529,8.847
5,530,11.9943
5,533,13.6014
5,534,11.2673
5,535,12.7423
5,539,9.2241
5,540,14.0247
5,548,7.6967
5,552,7.787
5,560,6.2713
5,561,9.9743
5,567,13.2035
5,601,8.8272
5,603,6.8019
5,615,10.7276
5,622,8.98
5,623,13.867
5,624,9.8507
5,625,14.3643
5,628,13.6014
5,630,3.3319
5,632,11.1252
5,633,13.564
5,634,8.0073
5,635,9.3857
5,636,6.5592
5,637,10.2768
5,640,13.1266
5,641,7.3986
5,642,8.8455
5,643,12.6859
5,644,6.2713
5,647,11.2664
5,648,7.7513
5,649,13.9216
5,650,12.5129
5,651,9.0176
5,652,13.8768
5,653,10.3469
5,654,14.2199
5,655,7.0025
5,4003,6.4002
5,4004,7.6714
5,4005,9.2241
5,4006,7.2785
5,4007,7.2035
5,4008,8.98
5,4010,9.8275
5,4011,6.5592
5,4012,9.8275
5,4013,12.7282
5,4014,6.4002
5,4015,7.0025
5,4016,7.6714
5,4017,10.0845
5,4018,7.787
5,4019,17.2614
5,4020,7.2035
5,4021,9.8275
5,4022,9.1819
6,1,5.302
6,2,6.7568
6,3,5.4424
6,4,9.1916
6,6,0.75
6,7,7.2784
6,8,5.3239
6,9,5.3239
6,10,6.8114
6,11,9.2922
6,12,6.9567
6,13,8.9668
6,14,9.6542
6,15,7.3974
6,16,8.1923
6,17,6.8434
6,18,5.1283
6,19,6.844
6,20,7.639
6,21,5.1283
6,22,8.1259
6,23,6.2467
6,24,8.5253
6,25,9.8162
6,26,6.2467
6,27,8.8705
6,28,8.8006
6,29,8.8243
6,30,7.5963
6,34,13.5489
6,35,7.395
6,37,9.8125
6,38,7.5963
6,39,6.9567
6,40,5.2893
6,41,5.2928
6,45,6.8107
6,48,7.639
6,49,8.1259
6,50,3.1883
6,51,9.8162
6,52,7.3411
6,56,9.0493
6,57,8.485
6,58,10.2332
6,59,9.1606
6,62,9.6454
6,66,13.5959
6,67,9.6542
6,69,8.9541
6,70,17.2575
6,73,7.357
6,74,11.2597
6,75,5.2893
6,77,8.2761
6,80,8.2754
6,81,13.8614
6,87,7.3411
6,92,9.2922
6,93,7.395
6,95,10.5242
6,98,7.357
6,102,13.1223
6,108,8.1242
6,112,6.8608
6,116,5.3977
6,118,12.7168
6,119,13.7368
6,120,7.326
6,121,14.4234
6,122,8.5253
6,123,9.3275
6,125,10.2332
6,126,8.485
6,128,7.6923
6,129,8.1923
6,130,7.5963
6,131,9.8125
6,132,8.8705
6,133,8.1308
6,136,10.1467
6,137,8.0878
6,138,8.1011
6,139,9.0241
6,140,7.2966
6,141,10.6568
6,142,9.6422
6,144,5.338
6,146,7.2367
6,148,7.4099
6,149,8.8705
6,152,6.2467
6,153,5.338
6,158,11.2597
6,159,6.8487
6,162,9.8719
6,166,8.8478
6,167,9.6382
6,169,4.4156
6,171,7.357
6,172,6.9492
6,175,6.8434
6,179,3.1883
6,180,10.1467
6,181,7.3411
6,183,5.3614
6,186,12.725
6,187,8.9668
6,189,9.3275
6,190,10.5242
6,191,6.9567
6,192,6.8487
6,194,7.3411
6,195,9.8983
6,196,10.3532
6,198,5.1283
6,199,9.6382
6,200,7.357
6,202,13.5601
6,203,8.8006
6,204,9.7864
6,206,9.1606
6,209,8.2761
6,210,7.639
6,213,8.9705
6,216,8.485
6,217,10.2332
6,218,9.1606
6,221,9.6542
6,222,7.5963
6,223,8.9705
6,225,7.5963
6,227,8.0878
6,229,8.1351
6,240,5.338
6,241,6.9567
6,248,6.2467
6,261,5.1283
6,263,13.8614
6,271,5.1549
6,272,8.1523
6,276,9.3275
6,278,9.1288
6,280,8.1374
6,286,11.3153
6,293,7.5963
6,296,7.6923
6,297,13.5601
6,298,11.2597
6,299,7.667
6,300,8.5253
6,308,7.6923
6,309,13.5601
6,310,11.2597
6,311,8.2761
6,317,10.5242
6,320,9.6382
6,328,13.8708
6,331,14.2114
6,333,7.343
6,336,8.1058
6,337,13.5959
6,338,7.3468
6,341,9.7894
6,342,8.5253
6,343,12.725
6,346,9.6454
6,347,9.6442
6,348,6.8443
6,351,6.2762
6,354,5.1549
6,355,8.1923
6,356,9.1349
6,359,8.0148
6,360,10.5242
6,366,7.6923
6,367,8.8508
6,373,12.725
6,374,10.2275
6,375,7.667
6,378,11.2886
6,379,6.8608
6,380,14.1618
6,384,8.5253
6,385,14.4234
6,386,13.6147
6,390,10.6633
6,397,11.2619
6,398,6.8443
6,402,8.8122
6,406,14.4234
6,431,9.3167
6,444,8.6343
6,445,8.1104
6,456,12.6163
6,466,10.682
6,471,9.8125
6,480,13.1959
6,491,6.8297
6,493,9.1123
6,509,12.6167
6,516,13.5489
6,517,7.3603
6,518,8.5329
6,523,10.6571
6,528,13.1959
6,529,6.8487
6,530,8.5559
6,533,7.5787
6,534,11.2516
6,535,13.8614
6,539,13.5959
6,540,8.9282
6,548,8.9692
6,552,17.2575
6,560,6.2563
6,561,13.8708
6,567,8.1923
6,601,8.8122
6,603,13.1223
6,615,9.8142
6,622,8.9541
6,623,12.9548
6,624,14.3589
6,625,10.5006
6,628,7.5787
6,630,3.1883
