left,right,expect_time
1,4013,5.1657
1,4014,0.5188
1,4015,7.1242
1,4016,6.4931
1,4017,9.5037
1,4018,9.7449
1,4019,12.6405
1,4020,5.7646
1,4021,11.0007
1,4022,5.8135
2,1,0.5146
2,2,0.05
2,3,6.2435
2,4,5.9026
2,5,7.166
2,6,6.784
2,8,6.8697
2,9,6.8697
2,10,6.8729
2,11,8.169
2,12,5.8958
2,13,8.5806
2,14,8.7406
2,15,8.2759
2,16,1.326
2,17,0.5211
2,18,4.7793
2,19,0.5244
2,20,6.2131
2,21,4.7793
2,22,5.9256
2,23,6.5434
2,24,7.4676
2,25,6.7844
2,26,6.5434
2,27,5.9612
2,28,7.2043
2,29,7.2621
2,30,8.2007
2,34,10.3876
2,35,5.8129
2,37,6.7809
2,38,8.2007
2,39,5.8958
2,40,7.6707
2,41,7.6804
2,45,6.8721
2,48,6.2131
2,49,5.9256
2,50,8.8428
2,51,6.7844
2,52,5.752
2,56,7.3545
2,57,7.4659
2,58,10.1777
2,59,8.4376
2,62,12.0736
2,66,9.7486
2,67,8.7406
2,69,8.5707
2,70,10.4768
2,73,10.2499
2,74,10.0169
2,75,7.6707
2,77,7.7051
2,80,4.7949
2,81,8.7197
2,87,5.752
2,92,8.169
2,93,5.8129
2,95,8.1748
2,102,7.8222
2,108,6.6462
2,112,6.8873
2,116,6.9001
2,118,5.7648
2,119,10.7123
2,120,8.2509
2,121,12.1225
2,122,7.4676
2,123,8.1877
2,125,10.1777
2,126,7.4659
2,128,6.3427
2,129,1.326
2,130,8.2007
2,131,11.4098
2,132,9.6134
2,133,6.6568
2,135,4.8025
2,136,8.4699
2,137,5.9825
2,138,5.8985
2,141,7.0186
2,142,8.7298
2,144,7.685
2,146,7.7959
2,148,8.2794
2,149,5.9612
2,152,6.5434
2,153,7.685
2,158,10.0169
2,159,6.9107
2,162,8.7772
2,166,7.3115
2,167,8.7262
2,169,8.25
2,171,5.7648
2,172,8.4466
2,175,0.5211
2,179,8.8428
2,181,5.752
2,183,6.8851
2,186,7.9918
2,187,8.5806
2,189,8.1877
2,190,8.1748
2,191,5.8958
2,192,6.9107
2,194,5.752
2,195,8.7906
2,196,9.772
2,198,4.7793
2,199,8.7262
2,202,9.0117
2,203,7.2043
2,204,6.769
2,206,8.4376
2,209,7.7051
2,210,6.2131
2,213,8.5832
2,216,7.4659
2,217,10.1777
2,218,8.4376
2,221,8.7406
2,222,8.2007
2,223,8.5832
2,225,8.2007
2,227,5.9825
2,229,8.161
2,240,7.685
2,241,5.8958
2,248,6.5434
2,261,4.7793
2,263,8.7197
2,271,4.7949
2,272,6.0239
2,276,8.1877
2,278,8.4235
2,280,6.6673
2,286,10.0632
2,293,8.2007
2,296,6.3427
2,298,10.0169
2,299,7.6804
2,300,7.4676
2,308,6.3427
2,309,9.0117
2,310,10.0169
2,311,7.7051
2,317,8.1748
2,320,8.7262
2,328,10.001
2,333,5.7542
2,336,5.9099
2,338,5.7585
2,341,6.7714
2,342,7.4676
2,343,7.9918
2,346,12.0736
2,347,8.7316
2,348,0.526
2,351,6.5637
2,354,4.7949
2,355,1.326
2,356,8.1868
2,359,9.7286
2,360,8.1748
2,366,6.3427
2,367,7.3182
2,373,7.9918
2,374,10.1698
2,375,7.6804
2,378,10.041
2,379,6.8873
2,384,7.4676
2,385,12.1225
2,386,6.7809
2,390,10.1602
2,397,10.0188
2,398,0.526
2,402,8.8428
2,406,12.1225
2,431,8.1843
2,444,6.6111
2,445,5.9213
2,456,6.565
2,471,11.4098
2,480,8.5707
2,491,6.8914
2,493,9.034
2,516,10.3876
2,517,5.7737
2,518,8.0384
2,523,7.7572
2,528,8.5707
2,529,6.9107
2,530,7.9286
2,533,9.1366
2,534,12.1178
2,535,8.7197
2,539,9.7486
2,540,8.25
2,548,8.5823
2,552,10.4768
2,560,10.7352
2,567,8.2443
2,615,10.1306
2,622,11.3965
2,623,11.3407
2,624,9.2693
2,625,9.2271
2,628,9.1366
2,630,8.8428
2,632,7.2076
2,633,8.5624
2,634,5.8366
2,635,6.6111
2,636,6.565
2,637,9.7323
2,640,9.6647
2,641,6.9281
2,4003,0.5208
2,4004,8.5707
2,4005,8.1868
2,4006,5.9222
2,4007,7.2343
2,4008,11.3965
2,4010,8.161
2,4011,6.2805
2,4012,8.161
2,4013,8.2797
2,4014,0.5208
2,4015,5.8366
2,4016,8.5707
2,4017,9.034
2,4018,8.7197
2,4019,12.0736
2,4020,7.2343
2,4021,11.4098
2,4022,4.6015
3,1,2.5522
3,2,6.2446
3,3,0.25
3,5,3.9912
3,6,5.4556
3,7,8.8056
3,8,5.1666
3,9,5.1666
3,10,7.6848
3,11,8.578
3,12,6.5979
3,13,8.559
3,14,9.0558
3,15,7.6375
3,16,8.1881
3,17,4.7853
3,18,2.5811
3,19,4.7858
3,20,6.2153
3,21,2.5811
3,22,7.4644
3,23,4.0165
3,24,4.1471
3,25,6.1423
3,26,4.0165
3,27,6.9454
3,28,6.5605
3,29,6.5742
3,30,8.8195
3,34,6.9454
3,35,6.7259
3,37,6.1195
3,38,8.8195
3,39,6.5979
3,40,5.3355
3,41,5.3415
3,45,7.683
3,48,6.2153
3,49,7.4644
3,50,6.2762
3,51,6.1423
3,52,6.6797
3,57,7.7232
3,58,10.2892
3,59,8.179
3,62,11.2043
3,66,8.5431
3,67,9.0558
3,69,8.5431
3,70,10.937
3,73,10.0941
3,74,8.6468
3,75,5.3355
3,77,5.5187
3,80,4.7961
3,81,11.3411
3,87,6.6797
3,92,8.578
3,93,6.7259
3,95,10.8537
3,102,6.1195
3,108,7.187
3,112,8.2802
3,116,5.1881
3,118,7.9922
3,119,10.8015
3,120,7.6241
3,121,12.7003
3,122,4.1471
3,123,8.5959
3,125,10.2892
3,126,7.7232
3,128,6.3449
3,129,8.1881
3,130,8.8195
3,131,10.779
3,132,9.9274
3,133,7.1948
3,135,6.7946
3,136,9.1102
3,137,6.7354
3,138,7.4592
3,141,9.2198
3,142,9.0443
3,144,5.3847
3,146,6.9913
3,148,7.6398
3,149,6.9454
3,152,4.0165
3,153,5.3847
3,158,8.6468
3,159,7.6944
3,162,6.598
3,166,6.5929
3,167,9.0404
3,169,6.4402
3,171,6.6813
3,172,6.8468
3,175,4.7853
3,179,6.2762
3,181,6.6797
3,183,5.1755
3,186,6.6813
3,187,8.559
3,189,8.5959
3,190,10.8537
3,191,6.5979
3,192,7.6944
3,194,6.6797
3,195,6.6101
3,196,9.523
3,198,2.5811
3,199,9.0404
3,202,10.9624
3,203,6.5605
3,204,6.1222
3,206,8.179
3,209,5.5187
3,210,6.2153
3,213,8.5607
3,216,7.7232
3,217,10.2892
3,218,8.179
3,221,9.0558
3,222,8.8195
3,223,8.5607
3,225,8.8195
3,227,6.7353
3,229,9.6652
3,240,5.3847
3,241,6.5979
3,248,4.0165
3,261,2.5811
3,263,11.3411
3,271,2.5704
3,272,7.5081
3,276,8.5959
3,278,8.1636
3,280,7.2027
3,286,8.6974
3,293,8.8195
3,296,6.3449
3,298,8.6468
3,299,7.6813
3,300,4.1471
3,308,6.3449
3,309,10.9624
3,310,8.6468
3,311,5.5187
3,317,10.8537
3,320,9.0404
3,328,9.2931
3,333,6.6813
3,336,7.4636
3,338,6.6846
3,341,6.1253
3,342,4.1471
3,343,6.6813
3,346,11.2043
3,347,9.0462
3,348,4.786
3,351,4.079
3,354,2.5704
3,355,8.1881
3,356,8.1881
3,359,8.2531
3,360,10.8537
3,366,6.3449
3,367,6.595
3,373,6.6813
3,374,10.2836
3,375,7.6813
3,378,8.6731
3,379,8.2802
3,384,4.1471
3,385,12.7003
3,386,7.8227
3,390,10.264
3,397,8.6488
3,398,4.786
3,402,10.7357
3,406,12.7003
3,431,8.5914
3,444,7.9293
3,445,7.4681
3,456,6.5659
3,471,10.779
3,480,9.7491
3,491,7.6887
3,493,10.1388
3,516,6.9454
3,517,6.6962
3,518,6.6419
3,523,7.7589
3,528,9.7491
3,529,7.6944
3,530,7.1442
3,533,7.6172
3,534,10.8303
3,535,11.3411
3,539,8.5431
3,540,10.2429
3,548,8.5601
3,552,10.937
3,560,6.2762
3,567,9.1372
3,615,10.1609
3,622,11.0471
3,623,9.048
3,624,9.7194
3,625,10.351
3,628,7.6172
3,630,6.2762
3,632,6.5823
3,633,8.4629
3,634,7.2082
3,635,7.1442
3,636,6.5659
3,637,9.5352
3,640,8.5573
3,641,5.2115
3,4003,4.7961
3,4004,8.5431
3,4005,8.8056
3,4006,7.4686
3,4007,6.5659
3,4008,11.0471
3,4010,8.5573
3,4011,6.2828
3,4012,8.5573
3,4013,5.1671
3,4014,4.7961
3,4015,6.5823
3,4016,8.5431
3,4017,10.1388
3,4018,9.048
3,4019,11.2043
3,4020,6.5659
3,4021,10.779
3,4022,7.7589
4,2,5.9195
4,4,4.0
4,5,5.3103
4,6,9.2413
4,7,7.5867
4,8,8.8737
4,9,8.8737
4,10,8.1523
4,11,9.3923
4,12,9.7585
4,13,7.4134
4,14,7.612
4,15,9.6988
4,16,8.7361
4,17,5.9723
4,18,7.0002
4,19,5.9731
4,20,7.4529
4,21,7.0002
4,22,5.9595
4,23,6.1308
4,24,4.5278
4,25,5.4135
4,26,6.1308
4,27,3.996
4,28,6.7887
4,29,6.8048
4,30,9.0644
4,34,6.9989
4,35,6.3702
4,37,5.3645
4,38,9.0644
4,39,9.7585
4,40,8.5433
4,41,8.5669
4,45,8.1627
4,48,7.4529
4,49,5.9595
4,50,9.4933
4,51,5.4135
4,52,6.3009
4,56,10.2492
4,57,8.1492
4,58,9.7077
4,59,10.5718
4,62,9.6824
4,66,10.9323
4,67,7.612
4,69,7.4054
4,70,7.4054
4,73,11.0015
4,74,9.8022
4,75,8.5433
4,77,10.797
4,80,8.8814
4,81,8.7361
4,87,6.3009
4,92,9.3923
4,93,6.3702
4,95,10.4036
4,102,6.1415
4,108,10.3468
4,112,9.631
4,116,8.9166
4,118,7.1285
4,119,10.797
4,120,9.6852
4,121,9.7564
4,122,4.5278
4,123,9.4263
4,125,9.7077
4,126,8.1492
4,128,7.513
4,129,8.7361
4,130,9.0644
4,131,9.4933
4,132,8.9173
4,133,10.3571
4,135,8.5455
4,136,10.8616
4,137,10.294
4,138,5.9318
4,141,8.9383
4,142,7.5875
4,144,8.5658
4,146,9.1017
4,148,9.7008
4,149,3.996
4,152,6.1308
4,153,8.5658
4,158,9.8022
4,159,8.1759
4,162,8.2877
4,166,6.8267
4,167,7.5794
4,169,9.9878
4,171,6.3179
4,172,12.6369
4,175,5.9723
4,179,9.4933
4,181,6.3009
4,183,8.899
4,186,10.4572
4,187,7.4134
4,189,9.4263
4,190,10.4036
4,191,9.7585
4,192,8.1759
4,194,6.3009
4,195,8.3018
4,196,8.8524
4,198,7.0002
4,199,7.5794
4,202,9.5999
4,203,6.7887
4,204,5.3532
4,206,10.5718
4,209,10.797
4,210,7.4529
4,213,7.4152
4,216,8.1492
4,217,9.7077
4,218,10.5718
4,221,7.612
4,222,9.0644
4,223,7.4152
4,225,9.0644
4,227,10.294
4,229,8.1656
4,240,8.5658
4,241,9.7585
4,248,6.1308
4,261,7.0002
4,263,8.7361
4,271,6.9989
4,272,6.0561
4,276,9.4263
4,278,10.5578
4,280,10.3675
4,286,9.8528
4,293,9.0644
4,296,7.513
4,298,9.8022
4,299,9.6664
4,300,4.5278
4,308,7.513
4,309,9.5999
4,310,9.8022
4,311,10.797
4,317,10.4036
4,320,7.5794
4,328,9.263
4,333,6.3034
4,336,5.9431
4,338,6.3084
4,341,5.3611
4,342,4.5278
4,343,10.4572
4,346,9.6824
4,347,7.5916
4,348,5.9735
4,351,6.1623
4,354,6.9989
4,355,8.7361
4,356,11.3479
4,359,10.6732
4,360,10.4036
4,366,7.513
4,367,6.829
4,373,10.4572
4,374,9.7036
4,375,9.6664
4,378,9.8285
4,379,9.631
4,384,4.5278
4,385,9.7564
4,386,6.7919
4,390,12.2987
4,397,9.8042
4,398,5.9735
4,402,11.4044
4,406,9.7564
4,431,9.4155
4,444,8.5641
4,445,5.9544
4,456,7.8258
4,471,9.4933
4,480,10.4878
4,491,8.1693
4,493,12.5969
4,516,6.9989
4,517,6.3257
4,518,10.3788
4,523,9.0826
4,528,10.4878
4,529,8.1759
4,530,11.6201
4,533,11.1971
4,534,12.6226
4,535,8.7361
4,539,10.9323
4,540,9.6849
4,548,7.4146
4,552,7.4054
4,560,10.7818
4,567,12.0664
4,615,11.3451
4,622,13.3631
4,623,9.0534
4,624,9.7967
4,625,10.5611
4,628,11.1971
4,630,9.4933
4,632,12.6991
4,633,10.3561
4,634,12.1294
4,635,10.3606
4,636,7.8258
4,637,9.779
4,640,8.5669
4,641,8.9495
4,4003,5.9933
4,4004,7.4054
4,4005,9.0534
4,4006,5.956
4,4007,6.7919
4,4008,13.3631
4,4010,9.3745
4,4011,7.4771
4,4012,9.3745
4,4013,9.942
4,4014,5.9933
4,4015,9.7564
4,4016,7.4054
4,4017,12.5969
4,4018,7.5867
4,4019,9.6824
4,4020,6.7919
4,4021,9.4933
4,4022,6.935
5,1,5.04
5,2,7.1519
5,3,3.993
5,4,5.2781
5,5,2.0
5,7,7.6714
5,8,6.7074
5,9,6.7074
5,10,8.8272
5,11,9.4825
5,12,6.5002
5,13,7.6927
5,14,7.3965
5,15,9.0101
5,16,8.5525
5,17,5.756
5,18,6.6688
5,19,5.7564
5,20,6.5305
5,21,6.6688
5,22,6.7717
5,23,4.0204
5,24,6.1159
5,25,5.3494
5,26,4.0204
5,27,6.2979
5,28,7.1767
5,29,7.233
5,30,8.5474
5,34,11.977
5,35,5.1411
5,37,5.2989
5,38,8.5474
5,39,6.5002
5,40,6.2748
5,41,6.2713
5,45,8.8302
5,48,6.5305
5,49,6.7717
5,50,3.3319
5,51,5.3494
5,52,5.0368
5,56,10.7879
5,57,9.9701
5,58,10.5309
5,59,11.2921
5,62,13.3531
5,66,8.5337
5,67,7.3965
5,69,7.6714
5,70,7.3846
5,73,6.7151
5,74,10.8663
5,75,6.2748
5,77,8.6028
5,80,7.9989
5,81,10.4788
5,87,5.0368
5,92,9.4825
5,93,5.1411
5,95,9.7915
5,102,6.1159
5,108,8.549
5,112,10.2417
5,116,6.7316
5,118,5.7647
5,119,11.0931
5,120,8.9887
5,121,10.438
5,122,6.1159
5,123,9.5073
5,125,10.5309
5,126,9.9701
5,128,6.5852
5,129,8.5525
5,130,8.5474
5,131,9.4649
5,132,10.9923
5,133,8.5532
5,135,9.6258
5,136,11.3916
5,137,7.0333
5,138,6.7578
5,141,8.2549
5,142,7.3854
5,144,6.2958
5,146,6.5332
5,148,9.0137
5,149,6.2979
5,152,4.0204
5,153,6.2958
5,158,10.8663
5,159,8.847
5,162,9.9026
5,166,7.2827
5,167,7.3817
5,169,9.7623
5,171,5.0602
5,172,9.2869
5,175,5.756
5,179,3.3319
5,181,5.0368
5,183,6.7202
5,186,6.6853
5,187,7.6927
5,189,9.5073
5,190,9.7915
5,191,6.5002
5,192,8.847
5,194,5.0368
5,195,9.9395
5,196,9.8504
5,198,6.6688
5,199,7.3817
5,202,8.553
5,203,7.1767
5,204,5.2898
5,206,11.2921
5,209,8.6028
5,210,6.5305
5,213,7.6987
5,216,9.9701
5,217,10.5309
5,218,11.2921
5,221,7.3965
5,222,8.5474
5,223,7.6987
5,225,8.5474
5,227,7.0333
5,229,11.3956
5,240,6.2958
5,241,6.5002
5,248,4.0204
5,261,6.6688
5,263,10.4788
5,271,6.6853
5,272,6.81
5,276,9.5073
5,278,11.2777
5,280,8.5573
5,286,10.9694
5,293,8.5474
5,296,6.5852
5,298,10.8663
5,299,10.7317
5,300,6.1159
5,308,6.5852
5,309,8.553
5,310,10.8663
5,311,8.6028
5,317,9.7915
5,320,7.3817
5,328,9.9743
5,333,5.0406
5,336,6.7625
5,338,5.048
5,341,5.2977
5,342,6.1159
5,343,6.6853
5,346,13.3531
5,347,7.3872
5,348,5.7567
5,351,4.0819
5,354,6.6853
5,355,8.5525
5,356,9.7564
5,359,10.2713
5,360,9.7915
5,366,6.5852
5,367,7.2894
5,373,6.6853
5,374,10.5268
5,375,10.7317
5,378,10.92
5,379,10.2417
5,384,6.1159
5,385,10.438
5,386,6.7725
5,390,11.3307
5,397,10.8704
5,398,5.7567
5,402,8.8272
5,406,10.438
5,431,9.5023
5,444,9.0049
5,445,6.7673
5,456,6.5592
5,471,9.4649
5,480,8.5525
5,491,8.8386
5,493,9.3533
5,516,11.977
5,517,5.0741
5,518,8.8772
5,523,8.397
5,528,8.5525
5,529,8.847
5,530,10.9601
5,533,11.0395
5,534,11.2794
5,535,10.4788
5,539,8.5337
5,540,11.9858
5,548,7.6967
5,552,7.3846
5,560,6.2713
5,567,11.3886
5,615,10.7276
5,622,8.98
5,623,10.9239
5,624,9.7737
5,625,12.6108
5,628,11.0395
5,630,3.3319
5,632,9.8536
5,633,10.9048
5,634,7.4654
5,635,8.553
5,636,6.5592
5,637,9.7635
5,640,10.772
5,641,6.7527
5,4003,5.7647
5,4004,7.6714
5,4005,8.5337
5,4006,6.7725
5,4007,7.2035
5,4008,8.98
5,4010,9.4649
5,4011,6.5592
5,4012,9.4649
5,4013,10.1006
5,4014,5.7647
5,4015,6.4858
5,4016,7.6714
5,4017,9.3533
5,4018,7.3846
5,4019,13.3531
5,4020,7.2035
5,4021,9.4649
5,4022,8.6673
6,1,5.302
6,2,6.7568
6,3,5.4424
6,4,9.1916
6,6,0.75
6,7,7.2784
6,8,5.3239
6,9,5.3239
6,10,6.8114
6,11,9.2922
6,12,6.9567
6,13,8.9668
6,14,9.6542
6,15,7.3974
6,16,8.1923
6,17,6.8434
6,18,5.1283
6,19,6.844
6,20,7.639
6,21,5.1283
6,22,8.1259
6,23,6.2467
6,24,8.5253
6,25,9.4473
6,26,6.2467
6,27,8.8705
6,28,8.8006
6,29,8.8243
6,30,7.5963
6,34,11.3843
6,35,6.7502
6,37,9.4471
6,38,7.5963
6,39,6.9567
6,40,5.2893
6,41,5.2928
6,45,6.8107
6,48,7.639
6,49,8.1259
6,50,3.1883
6,51,9.4473
6,52,6.6871
6,56,8.8533
6,57,8.3686
6,58,10.2384
6,59,8.983
6,62,9.6454
6,66,11.0331
6,67,9.6542
6,69,8.9541
6,70,13.3468
6,73,6.7037
6,74,11.2705
6,75,5.2893
6,77,8.0941
6,80,8.2754
6,81,12.0518
6,87,6.6871
6,92,9.2922
6,93,6.7502
6,95,10.5388
6,102,10.7659
6,108,7.9865
6,112,6.8608
6,116,5.3977
6,118,10.2363
6,119,11.6874
6,120,7.326
6,121,12.62
6,122,8.5253
6,123,9.3275
6,125,10.2384
6,126,8.3686
6,128,7.6923
6,129,8.1923
6,130,7.5963
6,131,9.4471
6,132,8.8705
6,133,7.9935
6,136,9.6409
6,137,8.0878
6,138,8.1011
6,141,9.9987
6,142,9.6422
6,144,5.338
6,146,6.4641
6,148,7.4099
6,149,8.8705
6,152,6.2467
6,153,5.338
6,158,11.2705
6,159,6.8487
6,162,9.8719
6,166,8.8478
6,167,9.6382
6,169,4.4156
6,171,6.7037
6,172,6.9492
6,175,6.8434
6,179,3.1883
6,181,6.6871
6,183,5.3614
6,186,10.0962
6,187,8.9668
6,189,9.3275
6,190,10.5388
6,191,6.9567
6,192,6.8487
6,194,6.6871
6,195,9.8983
6,196,9.3401
6,198,5.1283
6,199,9.6382
6,202,10.8992
6,203,8.8006
6,204,9.4127
6,206,8.983
6,209,8.0941
6,210,7.639
6,213,8.9705
6,216,8.3686
6,217,10.2384
6,218,8.983
6,221,9.6542
6,222,7.5963
6,223,8.9705
6,225,7.5963
6,227,8.0878
6,229,8.1351
6,240,5.338
6,241,6.9567
6,248,6.2467
6,261,5.1283
6,263,12.0518
6,271,5.1549
6,272,8.1523
6,276,9.3275
6,278,8.9459
6,280,8.0004
6,286,11.3305
6,293,7.5963
6,296,7.6923
6,298,11.2705
6,299,7.667
6,300,8.5253
6,308,7.6923
6,309,10.8992
6,310,11.2705
6,311,8.0941
6,317,10.5388
6,320,9.6382
6,328,12.0968
6,333,6.6894
6,336,8.1058
6,338,6.6939
6,341,9.4162
6,342,8.5253
6,343,10.0962
6,346,9.6454
6,347,9.6442
6,348,6.8443
6,351,6.2762
6,354,5.1549
6,355,8.1923
6,356,9.1349
6,359,8.0148
6,360,10.5388
6,366,7.6923
6,367,8.8508
6,373,10.0962
6,374,10.2322
6,375,7.667
6,378,11.3017
6,379,6.8608
6,384,8.5253
6,385,12.62
6,386,11.3901
6,390,9.9139
6,397,11.2729
6,398,6.8443
6,402,8.8122
6,406,12.62
6,431,9.3167
6,444,8.5464
6,445,8.1104
6,456,10.727
6,471,9.4471
6,480,11.3803
6,491,6.8297
6,493,9.0496
6,516,11.3843
6,517,6.7096
6,518,8.2429
6,523,10.2314
6,528,11.3803
6,529,6.8487
6,530,8.4499
6,533,7.5787
6,534,11.2625
6,535,12.0518
6,539,11.0331
6,540,8.2007
6,548,8.9692
6,552,13.3468
6,560,6.2563
6,567,8.1923
6,615,9.7599
6,622,8.9541
6,623,11.1814
6,624,12.6034
6,625,10.5182
6,628,7.5787
6,630,3.1883
6,632,6.83
6,633,7.9759
6,634,8.4381
6,635,7.9759
6,636,10.727
6,637,11.8418
6,640,8.5253
6,641,5.4649
6,4003,6.8608
6,4004,8.9541
6,4005,7.5787
6,4006,8.1351
6,4007,8.8122
6,4008,8.9541
6,4010,9.2734
6,4011,7.667
6,4012,9.2734
6,4013,5.1549
6,4014,6.8608
6,4015,6.9492
6,4016,8.9541
6,4017,9.0496
6,4018,9.6454
6,4019,9.6454
6,4020,8.8122
6,4021,9.4471
6,4022,8.2007
7,1,7.217
7,3,8.8834
7,4,7.6273
7,5,7.7709
7,6,7.5224
7,7,5.5
7,8,7.0088
7,9,7.0088
7,10,8.3167
7,11,9.7492
7,12,7.3394
7,13,7.8909
7,14,7.6952
7,15,7.9002
7,16,1.326
7,17,5.8748
7,18,6.5791
7,19,5.8761
7,20,8.1838
7,21,6.5791
7,22,8.7531
7,23,8.553
7,24,9.0958
7,25,7.4438
7,26,8.553
7,27,9.7941
7,28,8.6103
7,29,8.6515
7,30,8.9731
7,34,13.4276
7,35,6.5615
7,37,7.4432
7,38,8.9731
7,39,7.3394
7,40,7.6002
7,41,7.625
7,45,8.3209
7,48,8.1838
7,49,8.7531
7,50,9.1031
7,51,7.4438
7,52,6.4992
7,56,10.8673
7,57,10.2503
7,58,11.0346
7,59,10.4024
7,62,9.7361
7,66,8.5811
7,67,7.6952
7,69,7.8737
7,70,7.4432
7,73,9.312
7,74,10.6152
7,75,7.6002
7,77,10.3514
7,80,7.2279
7,81,8.7637
7,87,6.4992
7,92,9.7492
7,93,6.5615
7,95,9.7735
7,102,10.958
7,108,9.5892
7,112,8.4753
7,116,7.0523
7,118,7.4877
7,119,13.0046
7,120,7.8097
7,121,9.7941
7,122,9.0958
7,123,9.7619
7,125,11.0346
7,126,10.2503
7,128,8.2594
7,129,1.326
7,130,8.9731
7,131,13.385
7,132,12.6589
7,133,9.5976
7,135,10.7809
7,136,11.4077
7,137,9.5609
7,138,8.7441
7,141,8.9261
7,142,7.6702
7,144,7.6232
7,146,9.5603
7,148,7.9137
7,149,9.7941
7,152,8.553
7,153,7.6232
7,158,10.6152
7,159,8.3495
7,162,9.9985
7,166,8.6683
7,167,7.6618
7,169,9.4999
7,171,6.523
7,172,7.0468
7,175,5.8748
7,179,9.1031
7,181,6.4992
7,183,7.0323
7,186,9.868
7,187,7.8909
7,189,9.7619
7,190,9.7735
7,191,7.3394
7,192,8.3495
7,194,6.4992
7,195,10.0133
7,196,11.3849
7,198,6.5791
7,199,7.6618
7,202,9.3733
7,203,8.6103
